yo-yo,5,0
wine bottle,5,0
wedding gown,5,0
waffle iron,5,0
tv,5,0
trench coat,5,0
traffic lights,5,0
towel rack,5,0
tomato sauce,5,0
toilet paper,5,0
tiramisu,5,0
tin foil,5,0
tennis ball,5,0
telephone wire,5,0
telephone book,5,0
sweet potato,5,0
string cheese,5,0
steeringwheel,5,0
steak knife,5,0
station wagon,5,0
staple gun,5,0
stained glass,5,0
squirt gun,5,0
sponge cake,5,0
spaghetti sauce,5,0
ski lift,5,0
shopping basket,5,0
sewing machine,5,0
sea turtle,5,0
salt shaker,5,0
raisin bread,5,0
railroad track,5,0
polar bear,5,0
place mat,5,0
pitbull,5,0
pick-up truck,5,0
paper towel,5,0
paper plate,5,0
palm tree,5,0
newspaper clipping,5,0
nailbrush,5,0
nail scissors,5,0
nail polish,5,0
motor home,5,0
mobile home,5,0
meerkat,5,0
mashed potato,5,0
maple syrup,5,0
machine gun,5,0
laundry basket,5,0
lab coat,5,0
knitting needle,5,0
kitchen table,5,0
jump rope,5,0
jelly bean,5,0
ironing board,5,0
ice cube,5,0
ice cream,5,0
hula hoop,5,0
grocery store,5,0
golden retriever,5,0
full moon,5,0
fruit juice,5,0
french horn,5,0
football helmet,5,0
fishing boat,5,0
firetruck,5,0
firehydrant,5,0
eye drops,5,0
evening dress,5,0
dirt bike,5,0
dill pickle,5,0
cream cheese,5,0
coral snake,5,0
computer mouse,5,0
coffee machine,5,0
coffee cup,5,0
cigarette butt,5,0
chocolate cake,5,0
chocolate bar,5,0
chicken breast,5,0
chain saw,5,0
cement mixer,5,0
cellphone,5,0
cassette player,5,0
business card,5,0
brussels sprouts,5,0
bowling ball,5,0
bomb shelter,5,0
birth certificate,5,0
big toe,5,0
bedsheet,5,0
bed sheet,5,0
beach ball,5,0
bath towel,5,0
baseball bat,5,0
barbedwire,5,0
baking soda,5,0
tire,5,0
escargot,5,0
comb,5,0
woodpile,5,0
whisky,5,0
water,5,0
watchband,5,0
warthog,5,0
walrus,5,0
videocassette,5,0
vase,5,0
unicycle,5,0
undershirt,5,0
umbrella,5,0
udder,5,0
turtle,5,0
tree,5,0
trampoline,5,0
tractor,5,0
toothbrush,5,0
tongs,5,0
tomato,5,0
toad,5,0
tiger,5,0
thimble,5,0
telescope,5,0
taxicab,5,0
tablespoon,5,0
switchblade,5,0
strawberry,5,0
stairs,5,0
sponge,5,0
spear,5,0
spaghetti,5,0
snowsuit,5,0
snake,5,0
shoelace,5,0
shawl,5,0
seagull,5,0
saxophone,5,0
sardine,5,0
sand,5,0
robe,5,0
refrigerator,5,0
rattlesnake,5,0
raincoat,5,0
railroad,5,0
raft,5,0
quilt,5,0
porcupine,5,0
popcorn,5,0
pocketbook,5,0
plank,5,0
pizza,5,0
pitchfork,5,0
pillow,5,0
pig,5,0
pepperoni,5,0
penis,5,0
penguin,5,0
passport,5,0
parrot,5,0
paprika,5,0
pantyhose,5,0
octopus,5,0
oat,5,0
nightshirt,5,0
nectarine,5,0
neck,5,0
mule,5,0
mousetrap,5,0
microscope,5,0
meatloaf,5,0
mattress,5,0
margarita,5,0
mango,5,0
mailbox,5,0
magazine,5,0
lollypop,5,0
lightbulb,5,0
leopard,5,0
lemon,5,0
leaf,5,0
lantern,5,0
ladder,5,0
knee,5,0
kite,5,0
ketchup,5,0
jeans,5,0
jar,5,0
icepack,5,0
hubcap,5,0
house,5,0
hotdog,5,0
horseshoe,5,0
horse,5,0
horn,5,0
headband,5,0
handsaw,5,0
handkerchief,5,0
handgun,5,0
hamburger,5,0
guardrail,5,0
greyhound,5,0
gravel,5,0
grape,5,0
granite,5,0
goat,5,0
frog,5,0
flyswatter,5,0
flute,5,0
flower,5,0
flashlight,5,0
fish,5,0
finger,5,0
fern,5,0
eyelid,5,0
eyelash,5,0
eyedropper,5,0
escalator,5,0
elephant,5,0
elbow,5,0
eggnog,5,0
ear,5,0
eagle,5,0
dustpan,5,0
doorstep,5,0
donkey,5,0
doll,5,0
dogs,5,0
deodorant,5,0
dandelion,5,0
cupcake,5,0
cup,5,0
crawfish,5,0
cookie,5,0
cobra,5,0
clock,5,0
chopsticks,5,0
chimney,5,0
cauliflower,5,0
carton,5,0
carrot,5,0
camera,5,0
camcorder,5,0
cage,5,0
cactus,5,0
burrito,5,0
bug,5,0
breasts,5,0
braces,5,0
boots,5,0
blender,5,0
blanket,5,0
blackbird,5,0
bird,5,0
binoculars,5,0
bike,5,0
bellybutton,5,0
bedpan,5,0
bed,5,0
bean,5,0
bathrobe,5,0
bat,5,0
basket,5,0
barracuda,5,0
bandanna,5,0
banana,5,0
ball,5,0
bagel,5,0
baby,5,0
axe,5,0
armchair,5,0
apple,5,0
antelope,5,0
angelfish,5,0
tulip,5,0
thorn,5,0
quill,5,0
peacock,5,0
daisy,5,0
sled,5,0
wastepaper basket,4.97,0.19
tree trunk,4.97,0.18
swimming trunks,4.97,0.18
spider web,4.97,0.19
soy sauce,4.97,0.18
ski mask,4.97,0.19
sewing kit,4.97,0.19
roast beef,4.97,0.19
rib cage,4.97,0.18
red carpet,4.97,0.19
projection screen,4.97,0.18
pocket watch,4.97,0.19
pocket knife,4.97,0.19
pocket calculator,4.97,0.18
pencilsharpener,4.97,0.19
parking ticket,4.97,0.19
name tag,4.97,0.18
mobile phone,4.97,0.18
light bulb,4.97,0.18
ice pick,4.97,0.18
grocery bag,4.97,0.18
golf club,4.97,0.19
gas mask,4.97,0.19
fruit salad,4.97,0.19
flower garden,4.97,0.19
egg roll,4.97,0.19
dancefloor,4.97,0.19
cookie sheet,4.97,0.19
coffee bean,4.97,0.19
chocolate milk,4.97,0.19
cash register,4.97,0.19
candy cane,4.97,0.18
camera lens,4.97,0.18
bus ticket,4.97,0.18
bubble wrap,4.97,0.19
breadstick,4.97,0.19
boxing gloves,4.97,0.18
bluejay,4.97,0.19
blue jeans,4.97,0.18
bell pepper,4.97,0.18
beachball,4.97,0.19
basketball hoop,4.97,0.19
baking tray,4.97,0.18
alarmclock,4.97,0.18
yacht,4.97,0.19
wax,4.97,0.19
walnut,4.97,0.18
vodka,4.97,0.19
toothpaste,4.97,0.19
toilet,4.97,0.19
throat,4.97,0.19
teakettle,4.97,0.19
suitcase,4.97,0.18
suit,4.97,0.19
spider,4.97,0.18
spandex,4.97,0.19
soda,4.97,0.19
snowplow,4.97,0.19
skeleton,4.97,0.19
shovel,4.97,0.18
shoe,4.97,0.18
serpent,4.97,0.19
scarf,4.97,0.19
salad,4.97,0.19
raisin,4.97,0.19
rain,4.97,0.18
rafter,4.97,0.19
poncho,4.97,0.19
pastry,4.97,0.18
oven,4.97,0.18
motorcycle,4.97,0.19
mop,4.97,0.18
moose,4.97,0.19
mirror,4.97,0.18
milkshake,4.97,0.18
maggot,4.97,0.18
macaroni,4.97,0.19
licorice,4.97,0.19
lettuce,4.97,0.19
lawnmower,4.97,0.19
lamp,4.97,0.19
lamb,4.97,0.18
kitchen,4.97,0.19
jockstrap,4.97,0.19
headlight,4.97,0.19
handprint,4.97,0.19
hairdryer,4.97,0.19
hair,4.97,0.19
gravy,4.97,0.18
gorilla,4.97,0.19
glove,4.97,0.18
flour,4.97,0.19
fig,4.97,0.19
ferret,4.97,0.19
eggplant,4.97,0.19
egg,4.97,0.18
easel,4.97,0.19
doorknob,4.97,0.19
cotton,4.97,0.19
coat,4.97,0.19
cider,4.97,0.19
chipmunk,4.97,0.19
cheesecake,4.97,0.19
checkbook,4.97,0.18
chalkboard,4.97,0.18
cement,4.97,0.19
bunny,4.97,0.19
bridge,4.97,0.19
bluebird,4.97,0.18
blackberry,4.97,0.19
basketball,4.97,0.19
bagpipe,4.97,0.19
ashtray,4.97,0.19
arrow,4.97,0.19
arms,4.97,0.18
apricot,4.97,0.18
kitty,4.97,0.19
fox,4.97,0.19
horsefly,4.97,0.19
wineshop,4.96,0.2
wine cooler,4.96,0.19
wedding dress,4.96,0.19
wax paper,4.96,0.19
water tap,4.96,0.19
water pipe,4.96,0.19
water bed,4.96,0.19
trash can,4.96,0.2
traffic signal,4.96,0.19
top hat,4.96,0.19
tennis racket,4.96,0.2
table salt,4.96,0.19
swing set,4.96,0.19
subway train,4.96,0.19
steam engine,4.96,0.2
spring roll,4.96,0.2
sport coat,4.96,0.19
sea urchin,4.96,0.19
sandworm,4.96,0.2
safety belt,4.96,0.19
safe-deposit box,4.96,0.19
roller skates,4.96,0.19
red cabbage,4.96,0.19
racecar,4.96,0.19
pooltable,4.96,0.2
police station,4.96,0.19
police car,4.96,0.19
pogo stick,4.96,0.19
pine tree,4.96,0.2
piggy bank,4.96,0.2
pickup truck,4.96,0.2
phonebook,4.96,0.19
phone cord,4.96,0.19
pepper spray,4.96,0.2
paper cup,4.96,0.19
overhead projector,4.96,0.19
magnifying glass,4.96,0.19
life jacket,4.96,0.19
jet plane,4.96,0.19
ipad,4.96,0.2
ice pack,4.96,0.19
hot-air balloon,4.96,0.19
hot chocolate,4.96,0.2
hospital room,4.96,0.19
hard-boiled egg,4.96,0.19
hard disk,4.96,0.19
gasoline station,4.96,0.2
garbage can,4.96,0.19
front porch,4.96,0.19
fishingpole,4.96,0.19
fishing pole,4.96,0.19
first-aid kit,4.96,0.19
fire pit,4.96,0.19
fencepost,4.96,0.19
duct tape,4.96,0.19
drinking glass,4.96,0.19
digital watch,4.96,0.2
debit card,4.96,0.19
comic book,4.96,0.19
coathanger,4.96,0.19
clothing store,4.96,0.19
cereal box,4.96,0.19
candy bar,4.96,0.19
caesar salad,4.96,0.19
broom handle,4.96,0.19
bottle opener,4.96,0.19
boiled egg,4.96,0.19
bluefin,4.96,0.21
beefburger,4.96,0.2
baseball cap,4.96,0.2
baking sheet,4.96,0.19
airport terminal,4.96,0.19
air bag,4.96,0.19
smoke,4.96,0.19
whale,4.96,0.2
wasp,4.96,0.19
washtub,4.96,0.2
violin,4.96,0.19
underwear,4.96,0.19
tweezers,4.96,0.2
tux,4.96,0.19
torpedo,4.96,0.2
tinfoil,4.96,0.19
thyme,4.96,0.19
thumbtack,4.96,0.19
thumb,4.96,0.19
thighbone,4.96,0.2
thermometer,4.96,0.2
tent,4.96,0.19
telephone,4.96,0.19
teeth,4.96,0.19
teapot,4.96,0.19
tail,4.96,0.19
swamp,4.96,0.19
sushi,4.96,0.19
stroller,4.96,0.19
stove,4.96,0.19
steak,4.96,0.19
spoon,4.96,0.19
spatula,4.96,0.2
